Órgão UGE Código;Órgão UGE Nome;Dia Lançamento;Item Informação;Saldo R$ (Item Informação)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(915.500,73)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(114.394,48)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);139.447,79
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71.998,10
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(62.092,88)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.974.692,03)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);329.239,40
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(221,67)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);9.011.064,35
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(524.846,28)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(142.016,33)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.879.507,30)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.381.093,09)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(776.250,95)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(756.117,29)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);9.500,04
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.371,96
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(8.647,02)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);971.115,64
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);536.650,40
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);94.512,84
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(582.194,91)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(226.013,64)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(511.489,54)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);30.716.246,50
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.775,32)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(59.431,70)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.018.236,51
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(147.727,43)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);146.736,82
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(81.485,41)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);261.374,74
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.369.982,73
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);5,64
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(621.641,53)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(249.863,20)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.886.998,26
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);856.329,13
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(6.353.515,18)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);147.241,44
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.090,06)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(590.476,00)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.981.228,28
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);668.423,61
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(754.925,28)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(100.054,85)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.499.922,62)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.285.345,41
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(209.970,68)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);7.097,45
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(115.676,62)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(12.778,14)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.217.461,80)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(189.884,54)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(310.485,16)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(80.241,52)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(178.495,27)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);461,80
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);20.150,68
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);20.150,68
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);161,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);54.800,40
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);54.800,40
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(166.455,57)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(898.794,97)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.496.327,97
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(970.907,34)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);25.498,98
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.164.342,74
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(238.453,89)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(550,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(72.256,27)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);235.423,39
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.433.608,63)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);175.069,97
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.677,77)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(781.954,60)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(17.842,50)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(274.559,47)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);126.147,89
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(204.787,48)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(477.100,20)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(504.824,23)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);30.092,40
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);57.553.131,56
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(35.320,72)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);729.645,86
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.923.162,61)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);166.306,79
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.749.307,25
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(19.368,82)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(35.901,94)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.961.279,09)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.111.427,30)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(30.801,14)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(145.079,26)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);118.599,57
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(103.923,06)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(470.847,79)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(770.685,40)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(38.134,84)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);54.214.041,22
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(7.796,60)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.992.203,40
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.248.190,97)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(8.644.876,01)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);99.655,01
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(8.136.916,02)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);105.223,88
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(5.402.391,20)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.366.016,65)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);12.310,04
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(356.895,16)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.130,00
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.130,00
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);440,00
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);848,91
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);21.900,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);10.097,84
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);10.097,84
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);49.446,20
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.813.826,82)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(7.789,63)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(121.094,37)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);500.951,96
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(361.845,39)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.083,20
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(222.906,21)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);7.339.969,77
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(43.028,84)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);208.821,17
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.609.318,91)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);79.793,19
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(8.777,03)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);644.549,49
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.816,11
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);299.303,56
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(308.839,17)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(268.310,98)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.187.151,31)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(671.949,95)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(813.708,16)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(546.258,85)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(941.333,98)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(203.714,21)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);605.391,37
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(464.139,50)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.831,64
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.153.532,68)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);77.190,75
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.494.302,25
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(11.370.677,86)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(106.318.350,23)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(97.280,27)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(206.477,37)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);620,73
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);620,73
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);872,00
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.700,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);127.289,05
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);127.289,05
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);8.374.787,18
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);8.374.787,18
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;17/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(133.127,92)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;17/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(297.069,72)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;17/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(90.600,51)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;17/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(895.489,14)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;17/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);78.565,40
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;17/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);33.460.011,97
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;17/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(182.972,10)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;17/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.168.138,08)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;17/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);363.391,01
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;17/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(89.391,95)
